employee_id,employee_name,department,date,login_time,logout_time,total_hours,project_name,task_name,task_status,productivity_score,idle_time_minutes,overtime_hours,break_count,meeting_hours,tasks_completed,bugs_fixed,focus_score,weekly_target,target_completed,manager_rating,burnout_risk,performance_trend
EMP011,Kimberly Collier,HR,2026-04-27,10:26,19:50,9.4,CRM Dashboard,API Integration,Pending,64,82,1.4,4,2.3,3,8,64,9,4,3.3,Medium,Stable
EMP011,Kimberly Collier,HR,2026-04-28,09:34,19:04,9.5,AI Analytics,Testing,Pending,69,75,1.5,3,1.9,6,3,61,9,8,3.8,Medium,Stable
EMP011,Kimberly Collier,HR,2026-04-29,08:52,18:40,9.8,IoT Monitoring,UI Design,Completed,77,89,1.8,5,0.8,5,5,71,11,11,4.0,Medium,Stable
EMP011,Kimberly Collier,HR,2026-04-30,10:10,20:46,10.6,HR System,UI Design,Completed,67,99,2.6,5,1.6,8,3,67,7,7,4.1,Medium,Stable
EMP011,Kimberly Collier,HR,2026-05-01,09:19,20:37,11.3,AI Analytics,UI Design,Completed,74,83,3.3,4,1.0,10,1,69,8,8,3.7,Medium,Stable
EMP011,Kimberly Collier,HR,2026-05-02,10:19,21:43,11.4,HR System,Client Support,Pending,63,83,3.4,3,1.7,10,5,61,8,8,3.8,High,Stable
EMP011,Kimberly Collier,HR,2026-05-03,08:12,17:24,9.2,IoT Monitoring,Testing,Pending,73,91,1.2,5,2.5,4,1,71,7,7,4.4,Medium,Stable
EMP011,Kimberly Collier,HR,2026-05-04,10:49,20:01,9.2,IoT Monitoring,Database Update,Pending,70,82,1.2,1,1.6,2,1,70,6,4,4.2,Medium,Stable
EMP011,Kimberly Collier,HR,2026-05-05,09:30,20:36,11.1,HR System,Bug Fixing,In Progress,63,61,3.1,3,1.5,9,4,61,13,12,3.2,High,Stable
EMP011,Kimberly Collier,HR,2026-05-06,08:49,19:13,10.4,IoT Monitoring,Database Update,In Progress,72,100,2.4,3,1.8,2,4,71,10,10,3.8,Medium,Stable
EMP011,Kimberly Collier,HR,2026-05-07,08:16,17:58,9.7,AI Analytics,UI Design,Completed,76,118,1.7,3,3.0,4,5,69,15,4,4.8,Medium,Stable
EMP011,Kimberly Collier,HR,2026-05-08,09:44,19:08,9.4,AI Analytics,UI Design,In Progress,65,72,1.4,3,2.9,8,8,62,13,7,4.0,Medium,Stable
EMP011,Kimberly Collier,HR,2026-05-09,09:34,19:58,10.4,IoT Monitoring,API Integration,In Progress,63,77,2.4,5,1.7,4,4,62,6,6,3.9,Medium,Stable
EMP011,Kimberly Collier,HR,2026-05-11,09:34,19:34,10.0,Client Portal,Database Update,Pending,59,94,2.0,3,1.2,5,0,54,13,8,3.8,Medium,Declining
EMP011,Kimberly Collier,HR,2026-05-12,08:57,18:57,10.0,IoT Monitoring,Testing,Completed,58,108,2.0,3,2.7,2,8,53,6,6,3.3,Medium,Declining
EMP011,Kimberly Collier,HR,2026-05-13,09:06,20:06,11.0,CRM Dashboard,Model Training,Pending,76,91,3.0,4,1.5,9,0,66,7,7,3.8,Medium,Stable
EMP011,Kimberly Collier,HR,2026-05-14,09:51,20:33,10.7,CRM Dashboard,Documentation,In Progress,75,75,2.7,3,2.3,6,1,68,6,6,4.1,Medium,Stable
EMP011,Kimberly Collier,HR,2026-05-15,08:48,17:54,9.1,AI Analytics,Database Update,Completed,71,117,1.1,3,2.2,3,5,65,15,10,3.8,Medium,Stable
EMP011,Kimberly Collier,HR,2026-05-16,10:52,20:04,9.2,IoT Monitoring,Documentation,Completed,66,91,1.2,1,1.3,2,3,61,10,10,4.2,Medium,Stable
EMP011,Kimberly Collier,HR,2026-05-17,09:41,19:05,9.4,Mobile App,API Integration,Pending,63,84,1.4,1,1.7,6,8,56,7,7,4.1,Medium,Stable
EMP011,Kimberly Collier,HR,2026-05-18,08:18,19:54,11.6,Client Portal,Client Support,Pending,61,91,3.6,3,0.8,1,3,61,11,11,3.9,High,Stable
EMP011,Kimberly Collier,HR,2026-05-19,10:26,21:08,10.7,AI Analytics,Documentation,Pending,61,96,2.7,6,2.5,1,3,60,10,10,3.1,Medium,Stable
EMP012,Ryan Ford,UI/UX,2026-02-19,08:25,17:31,9.1,Mobile App,API Integration,Pending,100,21,1.1,5,2.6,2,6,99,6,6,5.0,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-02-20,10:41,18:47,8.1,HR System,API Integration,Completed,93,39,0.1,5,1.7,10,4,83,6,6,4.8,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-02-21,08:41,17:41,9.0,IoT Monitoring,UI Design,Completed,92,15,1.0,4,1.8,1,6,88,11,9,4.8,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-02-23,09:21,17:15,7.9,HR System,Testing,In Progress,94,11,0.0,1,2.4,9,6,94,10,10,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-02-24,09:03,17:03,8.0,HR System,Database Update,Pending,90,29,0.0,2,1.6,1,3,82,9,7,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-02-25,09:29,18:23,8.9,HR System,Bug Fixing,Pending,83,39,0.9,4,0.7,2,8,73,5,5,4.9,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-02-26,08:10,17:16,9.1,IoT Monitoring,API Integration,Completed,89,11,1.1,5,2.4,4,7,85,9,9,5.0,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-02-27,08:33,17:27,8.9,IoT Monitoring,Documentation,Pending,90,22,0.9,5,1.7,10,7,84,6,6,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-02-28,08:18,17:06,8.8,Client Portal,Bug Fixing,In Progress,99,25,0.8,3,1.3,2,5,95,9,9,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-02,08:57,16:57,8.0,AI Analytics,Client Support,Pending,100,11,0.0,1,0.9,5,4,93,9,3,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-03,08:52,16:52,8.0,Mobile App,Bug Fixing,In Progress,85,15,0.0,4,2.7,2,2,85,12,7,4.4,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-04,09:16,17:34,8.3,AI Analytics,Database Update,Pending,87,34,0.3,4,2.9,6,8,78,6,3,4.8,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-05,10:24,18:00,7.6,AI Analytics,Testing,Completed,95,38,0.0,5,3.0,5,7,87,15,4,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-06,09:23,18:11,8.8,Mobile App,Testing,Pending,88,19,0.8,2,2.0,5,6,83,11,8,4.6,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-07,08:06,17:36,9.5,Client Portal,Bug Fixing,Pending,98,11,1.5,5,1.3,6,0,96,14,6,5.0,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-03-09,09:40,17:16,7.6,CRM Dashboard,Database Update,In Progress,86,23,0.0,3,2.7,2,6,78,12,12,4.7,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-10,09:38,17:56,8.3,Mobile App,Documentation,Completed,85,40,0.3,5,1.3,5,6,79,7,7,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-11,08:02,17:14,9.2,IoT Monitoring,Model Training,Pending,85,11,1.2,6,2.2,7,6,75,11,11,4.5,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-03-12,08:59,16:41,7.7,IoT Monitoring,Bug Fixing,Completed,88,28,0.0,5,1.7,3,1,87,5,3,4.9,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-13,08:08,17:20,9.2,CRM Dashboard,UI Design,Pending,82,27,1.2,1,2.7,8,4,82,8,8,4.6,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-03-14,10:06,17:42,7.6,AI Analytics,Client Support,In Progress,90,27,0.0,1,2.0,6,1,88,12,12,4.7,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-16,10:56,19:08,8.2,Mobile App,Bug Fixing,Pending,98,13,0.2,2,2.9,9,5,98,12,11,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-17,08:40,17:34,8.9,HR System,Testing,Pending,82,16,0.9,4,0.9,10,6,80,12,6,4.9,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-18,10:00,18:36,8.6,Mobile App,Testing,Completed,92,32,0.6,3,0.9,9,2,91,11,9,4.7,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-19,09:05,17:53,8.8,Mobile App,Model Training,Completed,86,22,0.8,2,2.1,7,0,79,8,8,4.7,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-20,09:08,17:56,8.8,Client Portal,Testing,Completed,94,34,0.8,1,0.6,4,3,90,10,10,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-21,10:15,17:57,7.7,Client Portal,API Integration,Pending,93,40,0.0,5,0.9,4,8,93,13,12,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-23,10:17,19:23,9.1,IoT Monitoring,API Integration,Completed,98,40,1.1,4,1.9,8,7,91,13,11,5.0,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-03-24,08:37,16:55,8.3,CRM Dashboard,Database Update,Completed,96,28,0.3,6,2.3,10,5,87,11,11,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-25,10:41,19:59,9.3,HR System,Database Update,Pending,86,18,1.3,1,2.7,8,1,76,6,5,4.8,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-03-26,08:45,17:03,8.3,HR System,Documentation,In Progress,99,40,0.3,3,0.7,10,8,95,11,7,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-27,09:28,18:34,9.1,IoT Monitoring,Testing,Pending,91,20,1.1,5,1.8,5,7,90,6,6,5.0,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-03-28,08:22,17:16,8.9,AI Analytics,Model Training,Completed,81,27,0.9,3,0.6,4,5,77,7,7,4.1,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-29,09:58,18:28,8.5,CRM Dashboard,Client Support,In Progress,95,25,0.5,1,2.9,4,8,91,11,8,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-03-30,09:03,18:27,9.4,AI Analytics,Bug Fixing,Completed,94,17,1.4,1,2.4,6,4,91,6,6,5.0,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-03-31,09:33,18:09,8.6,Mobile App,Database Update,In Progress,93,21,0.6,2,1.6,5,4,84,12,12,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-01,09:47,18:11,8.4,Client Portal,Documentation,Completed,92,22,0.4,4,2.9,8,1,85,7,7,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-02,09:39,17:45,8.1,Client Portal,Client Support,Completed,93,35,0.1,6,1.7,1,3,85,12,10,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-03,10:47,19:41,8.9,Mobile App,Database Update,Completed,86,40,0.9,5,1.6,10,3,84,8,6,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-04,08:30,17:30,9.0,Client Portal,UI Design,Pending,82,27,1.0,6,1.4,8,5,77,9,9,4.9,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-04-05,09:48,18:12,8.4,Client Portal,Bug Fixing,Completed,94,24,0.4,3,0.6,10,7,93,14,8,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-06,08:48,18:00,9.2,HR System,Testing,In Progress,92,14,1.2,3,1.2,2,6,88,14,9,4.8,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-04-07,09:32,18:14,8.7,Client Portal,Database Update,In Progress,88,39,0.7,1,1.2,1,4,79,6,6,4.5,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-08,08:45,17:39,8.9,CRM Dashboard,Database Update,Pending,93,30,0.9,5,2.7,10,2,93,11,8,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-09,10:00,19:06,9.1,IoT Monitoring,Bug Fixing,Completed,99,33,1.1,2,2.2,6,4,91,6,6,5.0,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-04-10,08:06,16:48,8.7,Client Portal,UI Design,Completed,81,20,0.7,1,1.7,2,3,80,13,6,4.5,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-11,10:30,19:06,8.6,IoT Monitoring,UI Design,In Progress,100,31,0.6,2,2.3,5,0,99,8,8,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-13,10:19,19:37,9.3,IoT Monitoring,Model Training,Completed,100,25,1.3,4,0.6,8,1,95,12,5,5.0,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-04-14,10:28,19:58,9.5,Client Portal,Documentation,In Progress,92,11,1.5,3,2.2,9,4,91,11,7,4.7,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-04-15,10:02,18:38,8.6,CRM Dashboard,Client Support,Pending,90,32,0.6,2,1.6,2,0,87,13,13,4.9,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-16,10:41,19:59,9.3,AI Analytics,Bug Fixing,Pending,91,33,1.3,3,2.6,8,1,82,7,6,5.0,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-04-17,09:50,18:32,8.7,Mobile App,Model Training,In Progress,99,37,0.7,1,1.6,10,8,99,12,11,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-18,08:35,17:47,9.2,IoT Monitoring,Documentation,Completed,84,32,1.2,1,1.5,2,0,82,14,4,4.7,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-04-20,08:55,16:37,7.7,IoT Monitoring,Client Support,Pending,83,19,0.0,2,2.1,1,4,75,14,13,4.9,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-21,10:33,18:27,7.9,Mobile App,Bug Fixing,Pending,98,13,0.0,1,2.5,2,5,89,12,4,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-22,09:04,17:28,8.4,HR System,UI Design,Completed,90,40,0.4,5,2.8,2,6,90,14,12,4.8,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-23,10:31,19:43,9.2,HR System,UI Design,Completed,97,35,1.2,5,1.8,5,3,87,9,9,5.0,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-04-24,09:04,17:28,8.4,AI Analytics,Database Update,In Progress,88,35,0.4,4,1.0,1,3,88,15,11,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-25,09:35,17:47,8.2,IoT Monitoring,Client Support,Pending,92,20,0.2,4,1.9,7,8,83,10,8,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-27,10:43,20:07,9.4,Mobile App,Documentation,Pending,83,14,1.4,5,2.0,4,8,81,13,6,5.0,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-04-28,08:30,17:00,8.5,AI Analytics,Model Training,Completed,97,15,0.5,1,0.9,9,0,87,15,7,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-29,10:29,19:23,8.9,CRM Dashboard,API Integration,Completed,94,11,0.9,2,1.3,7,0,92,9,9,4.8,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-04-30,08:51,17:57,9.1,Client Portal,Documentation,Completed,82,19,1.1,2,2.3,9,2,72,10,3,5.0,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-05-01,09:33,17:33,8.0,CRM Dashboard,Client Support,In Progress,93,20,0.0,2,0.6,9,0,88,11,7,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-05-02,08:01,16:37,8.6,HR System,Bug Fixing,In Progress,81,13,0.6,3,1.0,6,2,71,9,9,4.6,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-05-04,08:07,16:43,8.6,AI Analytics,Testing,Pending,92,40,0.6,1,2.1,8,4,86,13,6,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-05-05,08:35,16:17,7.7,HR System,UI Design,Pending,87,36,0.0,1,1.3,2,6,87,13,13,4.9,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-05-06,08:49,17:13,8.4,CRM Dashboard,UI Design,In Progress,93,20,0.4,6,2.0,7,8,88,13,11,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-05-07,10:19,18:01,7.7,HR System,Database Update,Completed,88,40,0.0,5,2.1,1,7,83,13,13,4.4,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-05-08,08:52,18:16,9.4,HR System,Documentation,In Progress,99,37,1.4,4,1.0,5,6,93,9,7,5.0,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-05-09,09:09,18:09,9.0,IoT Monitoring,Testing,Pending,95,30,1.0,2,1.6,3,6,95,15,14,5.0,Medium,Improving
EMP012,Ryan Ford,UI/UX,2026-05-11,10:20,18:44,8.4,Client Portal,Database Update,Completed,94,21,0.4,5,2.3,8,5,89,9,9,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-05-12,09:47,17:47,8.0,CRM Dashboard,Documentation,Completed,88,31,0.0,6,1.6,4,1,85,13,7,4.6,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-05-13,08:05,15:35,7.5,Client Portal,Model Training,Pending,84,16,0.0,4,1.2,6,8,75,10,8,4.8,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-05-14,09:33,18:21,8.8,HR System,UI Design,Pending,99,19,0.8,6,0.9,8,1,92,5,5,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-05-15,08:05,16:29,8.4,IoT Monitoring,UI Design,Pending,100,23,0.4,6,1.2,4,4,94,12,11,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-05-16,09:29,17:41,8.2,Client Portal,Model Training,Pending,89,31,0.2,4,2.1,9,0,79,15,12,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-05-18,10:41,18:59,8.3,Client Portal,UI Design,Completed,98,40,0.3,2,2.8,1,1,98,15,6,5.0,Low,Improving
EMP012,Ryan Ford,UI/UX,2026-05-19,08:11,16:29,8.3,AI Analytics,Database Update,In Progress,98,12,0.3,2,2.4,10,4,97,14,9,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-02-19,10:35,19:53,9.3,AI Analytics,Client Support,Completed,98,29,1.3,1,1.9,1,1,94,13,10,5.0,Medium,Improving
EMP013,Darrell Shaw,Development,2026-02-20,08:26,17:14,8.8,IoT Monitoring,Client Support,In Progress,95,34,0.8,5,2.9,3,2,86,11,11,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-02-21,09:33,18:27,8.9,IoT Monitoring,Client Support,In Progress,100,20,0.9,6,2.0,3,2,91,10,10,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-02-23,10:49,19:43,8.9,Client Portal,Testing,Pending,83,31,0.9,1,1.0,8,5,80,7,7,4.9,Low,Improving
EMP013,Darrell Shaw,Development,2026-02-24,08:12,16:06,7.9,Mobile App,API Integration,Pending,100,22,0.0,1,1.2,7,0,94,15,15,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-02-25,08:35,17:29,8.9,AI Analytics,Documentation,In Progress,94,38,0.9,5,2.8,7,6,90,9,3,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-02-26,08:37,17:07,8.5,Mobile App,Model Training,In Progress,100,13,0.5,1,0.8,10,8,98,11,11,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-02-27,09:19,18:37,9.3,Client Portal,UI Design,Pending,94,17,1.3,1,1.5,8,7,94,10,8,4.7,Medium,Improving
EMP013,Darrell Shaw,Development,2026-02-28,09:37,17:25,7.8,AI Analytics,Database Update,In Progress,94,35,0.0,4,1.5,10,5,87,15,13,4.8,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-02,09:28,17:10,7.7,Mobile App,Documentation,In Progress,90,30,0.0,6,1.4,3,1,88,13,8,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-03,10:51,19:21,8.5,IoT Monitoring,Bug Fixing,Pending,91,21,0.5,5,1.8,10,2,86,12,7,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-04,09:51,18:33,8.7,IoT Monitoring,Database Update,In Progress,93,35,0.7,5,2.7,2,1,85,5,5,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-05,10:31,18:25,7.9,AI Analytics,API Integration,Completed,87,19,0.0,5,0.5,5,4,84,12,9,4.6,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-06,08:21,17:21,9.0,CRM Dashboard,Bug Fixing,Pending,87,18,1.0,2,0.7,9,7,84,14,5,5.0,Medium,Improving
EMP013,Darrell Shaw,Development,2026-03-07,10:08,19:38,9.5,CRM Dashboard,Bug Fixing,Pending,85,26,1.5,1,1.0,9,5,80,13,7,4.4,Medium,Improving
EMP013,Darrell Shaw,Development,2026-03-09,09:32,17:38,8.1,Mobile App,Testing,Pending,93,28,0.1,6,1.5,5,8,84,9,6,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-10,08:59,17:05,8.1,HR System,Documentation,Completed,95,17,0.1,5,0.8,5,2,92,7,7,4.8,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-11,10:59,19:11,8.2,AI Analytics,UI Design,Completed,95,29,0.2,3,1.9,5,8,87,15,5,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-12,08:03,15:57,7.9,AI Analytics,API Integration,Completed,100,23,0.0,6,1.9,6,1,99,15,7,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-13,08:35,16:17,7.7,CRM Dashboard,Bug Fixing,Completed,85,13,0.0,6,2.0,1,5,75,12,6,4.5,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-14,09:13,16:49,7.6,Mobile App,Documentation,In Progress,93,30,0.0,6,2.7,6,0,84,14,8,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-16,09:15,18:15,9.0,IoT Monitoring,Client Support,In Progress,94,33,1.0,4,1.4,10,7,89,14,8,5.0,Medium,Improving
EMP013,Darrell Shaw,Development,2026-03-17,08:36,18:06,9.5,AI Analytics,Database Update,Completed,100,30,1.5,5,0.7,7,5,95,13,3,5.0,Medium,Improving
EMP013,Darrell Shaw,Development,2026-03-18,10:00,19:06,9.1,CRM Dashboard,API Integration,Completed,90,30,1.1,1,0.6,1,2,80,14,14,5.0,Medium,Improving
EMP013,Darrell Shaw,Development,2026-03-19,10:57,18:57,8.0,Client Portal,Documentation,In Progress,86,19,0.0,1,2.6,2,7,80,6,6,4.4,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-20,09:13,17:01,7.8,HR System,Documentation,Completed,89,23,0.0,6,2.1,10,7,89,13,12,4.6,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-21,09:09,17:27,8.3,Client Portal,API Integration,Pending,96,12,0.3,2,1.8,2,3,96,11,11,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-23,08:08,16:08,8.0,IoT Monitoring,Bug Fixing,Pending,100,29,0.0,6,2.1,7,0,98,14,14,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-24,10:07,18:55,8.8,CRM Dashboard,UI Design,In Progress,89,12,0.8,1,1.5,9,2,89,10,10,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-25,08:03,16:15,8.2,Client Portal,UI Design,Pending,93,12,0.2,3,2.2,9,3,84,9,9,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-26,10:23,19:29,9.1,HR System,Testing,Pending,100,10,1.1,4,1.6,8,2,92,15,12,5.0,Medium,Improving
EMP013,Darrell Shaw,Development,2026-03-27,09:47,17:29,7.7,CRM Dashboard,UI Design,Completed,91,14,0.0,2,2.4,6,0,87,7,3,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-28,10:44,19:08,8.4,IoT Monitoring,API Integration,Pending,86,24,0.4,5,1.0,10,7,86,6,6,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-29,09:05,17:23,8.3,AI Analytics,Bug Fixing,Completed,86,13,0.3,1,2.0,2,5,80,6,6,4.6,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-30,10:54,19:06,8.2,CRM Dashboard,Bug Fixing,Pending,99,27,0.2,2,2.0,5,6,96,8,8,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-03-31,09:56,18:44,8.8,AI Analytics,Model Training,In Progress,95,11,0.8,6,0.6,6,4,93,5,5,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-04-01,10:23,18:41,8.3,Client Portal,Client Support,Completed,88,30,0.3,3,1.6,7,4,79,14,12,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-04-02,10:31,18:49,8.3,Mobile App,Model Training,Pending,91,19,0.3,3,1.6,3,6,88,14,3,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-04-03,09:43,18:25,8.7,CRM Dashboard,Model Training,Pending,96,30,0.7,2,1.6,3,7,92,11,9,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-04-04,09:52,18:28,8.6,Client Portal,UI Design,Completed,88,40,0.6,1,1.1,9,7,87,11,5,4.6,Low,Improving
EMP013,Darrell Shaw,Development,2026-04-06,08:20,17:38,9.3,Mobile App,Database Update,Pending,83,40,1.3,3,1.2,10,3,81,10,10,4.8,Medium,Improving
EMP013,Darrell Shaw,Development,2026-04-07,08:46,18:10,9.4,Client Portal,Testing,Completed,89,21,1.4,4,1.2,8,3,79,12,5,5.0,Medium,Improving
EMP013,Darrell Shaw,Development,2026-04-08,10:27,19:03,8.6,AI Analytics,Documentation,Completed,100,38,0.6,4,2.0,3,1,95,15,5,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-04-09,10:26,19:20,8.9,Client Portal,Model Training,In Progress,100,31,0.9,6,2.2,8,4,96,9,9,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-04-10,10:55,19:01,8.1,CRM Dashboard,Documentation,Completed,89,20,0.1,4,1.6,4,7,84,11,11,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-04-11,10:11,17:53,7.7,HR System,Documentation,Completed,99,29,0.0,5,1.4,4,0,97,5,5,5.0,Low,Improving
EMP013,Darrell Shaw,Development,2026-04-12,09:24,18:30,9.1,Mobile App,Model Training,Completed,91,19,1.1,3,1.4,2,5,82,14,7,5.0,Medium,Improving
EMP013,Darrell Shaw,Development,2026-04-13,10:45,19:51,9.1,CRM Dashboard,API Integration,Pending,92,29,1.1,1,0.9,10,1,83,15,15,5.0,Medium,Improving
EMP013,Darrell Shaw,Development,2026-04-14,10:36,18:54,8.3,HR System,Documentation,In Progress,85,22,0.3,6,1.5,4,2,81,11,3,4.5,Low,Improving
EMP013,Darrell Shaw,Development,2026-04-15,10:48,19:54,9.1,CRM Dashboard,UI Design,Completed,86,34,1.1,4,1.2,10,6,82,8,8,4.8,Medium,Improving
EMP013,Darrell Shaw,Development,2026-04-16,09:56,18:32,8.6,IoT Monitoring,UI Design,Completed,91,21,0.6,5,1.0,5,1,83,14,14,4.9,Low,Improving
EMP013,Darrell Shaw,Development,2026-04-17,10:41,20:05,9.4,IoT Monitoring,Documentation,Completed,100,34,1.4,6,1.8,2,3,96,11,5,5.0,Medium,Improving
EMP013,Darrell Shaw,Development,2026-04-18,09:44,18:08,8.4,IoT Monitoring,Database Update,Completed,85,39,0.4,3,2.4,6,3,78,6,6,4.5,Low,Improving
EMP013,Darrell Shaw,Development,2026-04-20,10:26,19:38,9.2,AI Analytics,UI Design,Completed,86,10,1.2,6,1.7,8,1,83,14,3,4.8,Medium,Improving
EMP013,Darrell Shaw,Development,2026-04-21,09:28,17:28,8.0,HR System,Database Update,In Progress,94,15,0.0,3,1.5,10,2,90,12,3,4.9,Low,Improving
